"","Good_Bad","CUSTOMER_PROFILE_CODE","LOCATIONNAME","VEHICLEMODEL","ASSETCOST","LOANAMOUNT","EMI","TENURE","ADDRESSCONFIRMED","DESIGNATION","RESIDENCETYPE","NOOFYEARSINSAMECITY","RESIDENCESTABILITY","RESIDENCELOCALITY","BUSINESSCATEGORY","BUSINESSMARGINGROSS","INCOMEEMPLOYMENT","STABILITYINBUSINESS","STABILITYCONFIRMED","STABILTIYCONFIRMEDTHRU","ISFAMILYINVOLVED","OFFICETYPE","MONTHLYTURNOVER","STOCKVALUEINHAND","BUSINESSMARGINNET","NOOFEMPLOYEES","NAMEBOARDSEEN","OFFICELOCALITY","ISRESIDENCECOMEOFFICE","ENDUSEOFLOAN","ENDUSEOFASSET","ASSETLOCATION","NEIGHBOURREF","POLITICALLINK","PROFESSIONTYPE","CURRENTBUSINESSSTABILITY","APPLICANTDESIGNATION","ASSETREGMONTH","ASSETREGYEAR","LANDOWNERSHIP","IRRIGATIONSOURCE","CROPSCULTIVATED","DISTFROMSCELOCATION","DISTFROMDEALERLOCATION","IMGCONFIRM","TOTALEXPENSEPERMONTH","NETINCOMEPERMONTH","FOIR","UID","EtoI_Percent"
"432","Bad","PROF096","CHENNAI I","MAHINDRA SCORPIO VLX BS III DIESEL 2011",600000,504250,13027,60,"Y","HIRER","O",25,20,3,"PR005",0,40000,22,"N",5,"N","O",0,0,0,1,"N",1,"Y","CAR PURCHASE",1,"CHENNAI","POSITIVE","N","SEP",20,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",20000,20000,65,432,65.14
"434","Bad","PROF252","INDORE ","MARUTI SUZUKI OMNI 8 SEATER BS III PETROL 2012",172000,104250,6186,20,"Y","SELF","O",45,45,3,"PR008",30,30000,30,"Y",5,"Y","O",0,0,30,0,"Y",2,"Y","PERSONAL USE",1,"GRAM MOTAPURA","POSITIVE","N","AGR",30,"FARMER",NA,0,NA,NA,NA,0,0,"Y",0,30000,21,434,20.62
"435","Bad","PROF109","CALICUT","VOLKSWAGEN POLO HIGHLINE1.2L DIESEL 2012",525000,354250,10593,48,"Y","APPLICANT ","O",40,30,3,"PR006",0,72000,25,"Y",5,"N","O",0,0,0,1,"N",1,"N","VEHICLE PURCHASE ",2,"CHELARYCHETTIPPADI","POSITIVE","N","SEP",25,"HOUSE WIFE ",NA,0,NA,NA,NA,0,0,"Y",20000,52000,20,435,20.37
"436","Good","PROF211","CHENNAI I","HYUNDAI I10 ERA PETROL 2013",350000,250000,8924,36,"Y","APPLICANT","O",36,30,3,"PR005",0,1e+05,10,"N",NA,"N","R",0,0,0,6,"Y",2,"N","APPLICANT FAMILY USE",1,"CHENNAI","POSITIVE","N","SEP",10,"TRANSPORT OWNER",NA,0,NA,NA,NA,0,0,"Y",0,100000,9,436,8.92
"437","Good","PROF252","BIKANER","MARUTI SUZUKI CIAZ ZDI DIESEL 2014",700000,600000,19000,48,"Y","FATHER","O",34,34,3,"PR007",20,1e+05,30,"N",NA,"Y","O",2e+06,1000000,10,1,"Y",1,"Y","PURCHASE THE VEHICLE",1,"BIKANER","POSITIVE","N","AGR",30,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",0,100000,19,437,19
"438","Good","PROF246","ORISSA","MARUTI SUZUKI SWIFT LDI DIESEL 2011",600000,404250,10275,60,"Y","APPLICANT","O",32,32,3,"PR005",20,160000,7,"Y",5,"N","L",8e+05,500000,20,20,"N",2,"N","GIVEN TO SALER",1,"BHUBANESWAR","POSITIVE","N","SEP",5,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",110000,50000,21,438,20.55
"439","Good","PROF320","KARIMNAGAR","TATA INDICA VISTA LS TDI BS III DIESEL 2013",300000,254250,9923,36,"Y","APPLICANT ","O",34,34,3,"PR005",0,45000,10,"Y",6,"N","O",0,0,0,2,"Y",1,"Y","APPLICANT ",1,"APPLICANT ","POSITIVE","N","SEP",10,"PROPRITIOR ",NA,0,NA,NA,NA,0,0,"Y",15000,30000,33,439,33.08
"440","Good","PROF358","CHENNAI I","MARUTI SUZUKI WAGON R VXI PETROL 2012",350000,296250,8888,48,"Y","APPLICANT","O",35,14,3,"PR005",0,40000,15,"Y",5,"N","R",0,0,0,0,"Y",2,"N","APPLICANT",1,"CHENNAI","POSITIVE","N","SEP",15,"COUNTRY DRUGS SHOP PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",0,40000,22,440,22.22
"441","Good","PROF227","BANGALORE ","MAHINDRA XUV500 W6 DIESEL 2012",600000,500000,18835,36,"Y","SELF","O",10,5,3,"PR002",0,150000,0.3,"Y",1,"N","R",0,0,0,1,"Y",2,"N","APPLICANT",1,"BANGLORE","POSITIVE","N","SAL",0.3,"ASSISTENT VOICE PRESIDENT",NA,0,NA,NA,NA,0,0,"Y",60000,90000,45,441,20.93
"442","Good","PROF245","BANGALORE ","TOYOTA INNOVA 2.5 V 8 STR DIESEL 2007",500000,400000,13520,40,"Y","APPLICANT ","O",15,15,3,"PR005",0,1e+05,5,"Y",1,"N","O",0,0,0,2,"Y",1,"Y","PERSONAL",1,"BANGLORE ","POSITIVE","N","SEP",2,"PROPREITOR ",NA,0,NA,NA,NA,0,0,"Y",30000,70000,19,442,19.31
"443","Good","PROF289","VISAKHAPATNAM","TATA INDICA VISTA LS TDI BS III DIESEL 2012",350000,304250,11619,36,"Y","SELF","O",30,12,3,"PR005",0,190000,12,"Y",1,"Y","O",0,0,0,3,"Y",1,"N","SAME AS ABOVE",1,"VIZAG","POSITIVE","N","SEP",12,"GOLD SHOP PROPRTER",NA,0,NA,NA,NA,0,0,"Y",10000,180000,6,443,6.46
"446","Bad","PROF096","ORISSA","HYUNDAI VERNA 1.4 CX VTVT MT PETROL 2014",900000,444250,11292,60,"Y","APPLICANT","O",3,3,3,"PR005",30,180000,5,"Y",5,"N","O",6e+05,0,30,20,"N",2,"Y","GIVEN TO SALER",1,"JAJPUR","POSITIVE","N","SEP",5,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",40000,140000,8,446,8.07
"448","Good","PROF252","INDORE","MARUTI SUZUKI SWIFT VDI DIESEL 2015",600000,554250,13857,60,"Y","","",NA,NA,NA,"",0,NA,0,"N",NA,"N","",0,0,0,0,"Y",NA,"","",NA,"","POSITIVE","","",NA,"",NA,0,NA,NA,NA,0,0,"N",0,0,0,448,Inf
"449","Good","PROF247","VISAKHAPATNAM","FIAT LINEA EMOTION PK 1.3 MJD DIESEL 2011",350000,254250,9701,36,"Y","SELF","O",12,12,3,"PR007",0,140000,12,"Y",1,"Y","O",0,0,0,2,"Y",1,"Y","SELF",1,"SELF","POSITIVE","N","AGR",12,"SELF",NA,0,NA,NA,NA,0,0,"Y",10000,130000,7,449,7.46
"462","Good","PROF013","JABALPUR ","HONDA MOBILIO 1.5 V MT 2014",900000,758500,19279,60,"Y","SELF MEET","O",40,30,6,"PR005",0,55000,30,"Y",5,"Y","O",35000,0,0,1,"Y",2,"Y","BUSINESS USE",1,"SATNA","POSITIVE","N","SEP",30,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",20000,35000,55,462,55.08
"465","Good","PROF096","ORISSA","HYUNDAI I20 ASTA 1.4 CRDI DIESEL 2012",800000,250000,6355,60,"Y","","",NA,NA,NA,"",0,NA,0,"N",NA,"N","",0,0,0,0,"Y",NA,"","GIVEN TO SALER",NA,"KEONJHAR","POSITIVE","N","",NA,"",NA,0,NA,NA,NA,0,0,"N",0,0,0,465,Inf
"466","Good","PROF356","SALEM ","MARUTI SUZUKI OMNI 8 SEATER PETROL 2013",230000,174250,6525,36,"Y","APPLICANT","O",32,32,3,"PR006",0,25000,20,"Y",5,"Y","O",30000,0,0,0,"N",1,"N","APPLICANT ",1,"","POSITIVE","N","SEP",20,"SELF EMPLOYED",NA,0,NA,NA,NA,0,0,"Y",0,25000,26,466,26.1
"467","Good","PROF289","KOLHAPUR","TOYOTA INNOVA 2.5 G2 DIESEL 2009",600000,504250,15615,48,"Y","APP SELF MET","O",40,40,3,"PR005",0,180000,17,"N",NA,"N","O",0,0,0,15,"N",1,"Y","VEH USED FOR PERSONEL AND BUSINESS PURPOSE.",1,"KOLHAPUR","POSITIVE","N","SEP",17,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",60000,120000,13,467,13.01
"468","Good","PROF245","MYSORE","MARUTI SUZUKI RITZ VDI BS IV DIESEL 2010",350000,224250,8392,36,"Y","APPLICANT ","O",26,25,3,"PR005",60,250000,3,"Y",1,"N","O",2e+05,500000,50,3,"Y",1,"Y","APPLICANT ",1,"SHIVAMOGGA ","POSITIVE","N","SEP",3,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"N",200000,50000,17,468,16.78
"469","Good","PROF325","NAGPUR","VOLKSWAGEN POLO CROSS POLO DIESEL 2014",500000,404250,13391,60,"Y","SELF","R",17,5,3,"PR001",0,42000,15,"N",NA,"N","L",0,0,0,25,"Y",2,"N","SUNIL BHAGWAN CHIMURKAR ",1,"WARORA","POSITIVE","N","SAL",15,"LAB ASSITANT",NA,0,NA,NA,NA,0,0,"Y",0,42000,32,469,31.88
"470","Bad","PROF252","JALANDHAR","TOYOTA INNOVA 2.0 G DIESEL 2007",400000,300000,11084,36,"Y","APPLICANT","O",28,28,3,"PR006",0,50000,3,"N",5,"N","O",0,0,0,0,"Y",1,"N","APPLICANT",1,"PHILLAUR","POSITIVE","N","SEP",3,"PROP",NA,0,NA,NA,NA,0,0,"Y",22000,28000,40,470,39.59
"472","Bad","PROF252","BANGALORE ","MARUTI SUZUKI RITZ VDI BS IV DIESEL 2011",320000,250000,9445,36,"Y","SHIVARAJU YN","O",40,40,3,"PR007",0,30000,30,"Y",6,"Y","O",0,0,0,5,"N",1,"Y","END USER",1,"GUDIBANDE ","POSITIVE","N","AGR",30,"AGRICULTURIST ",NA,0,NA,NA,NA,0,0,"Y",0,30000,31,472,31.48
"473","Bad","PROF207","SALEM ","MARUTI SUZUKI SWIFT VDI DIESEL 2007",350000,229250,8489,36,"Y","APPLICANT ","O",25,25,3,"PR006",35,80000,5,"Y",1,"N","R",2e+05,300000,30,1,"Y",1,"N","OWN USE",1,"RASIPURAM","POSITIVE","N","SEP",5,"PROP",NA,0,NA,NA,NA,0,0,"Y",27000,53000,16,473,16.02
"474","Good","PROF235","BHOPAL ","TATA INDICA EV2 LS DIESEL 2012",200000,124250,6213,24,"Y","SELF","O",22,4,3,"PR005",0,25000,20,"N",NA,"N","O",25000,0,0,0,"Y",1,"N","PERSONAL USE.",1,"BHOPAL","POSITIVE","N","SEP",20,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",0,25000,25,474,24.85
"476","Good","PROF207","NAGPUR","MAHINDRA BOLERO XL 10 STR DIESEL 2008",310000,184250,6825,36,"Y","SELF","O",25,25,3,"PR005",0,15000,5,"N",NA,"N","O",0,0,0,0,"Y",1,"N","NAA",1,"","POSITIVE","N","SEP",5,"SELF",NA,0,NA,NA,NA,0,0,"Y",0,15000,46,476,45.5
"477","Good","PROF282","KOLKATA","MAHINDRA XYLO D2 BS IV DIESEL 2014",800000,654250,16798,60,"Y","SELF","O",34,34,3,"PR005",0,120000,20,"Y",5,"N","O",120000,0,0,4,"N",1,"N","PERSONAL",1,"","POSITIVE","N","SEP",20,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",50000,70000,24,477,24
"478","Bad","PROF210","TRICHY ","MARUTI SUZUKI SWIFT DZIRE ZDI DIESEL 2012",500000,424250,13152,48,"Y","APPLICANT ","O",23,23,3,"PR005",30,75000,7,"Y",5,"Y","O",50000,1000,20,2,"N",1,"Y","FAMILY USE",1,"THAMBIKOTTAI","POSITIVE","N","SEP",7,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",20120,54880,30,478,23.97
"479","Good","PROF235","SALEM ","TOYOTA INNOVA 2.5 V 7STR DIESEL 2009",700000,608500,17774,48,"Y","APPLICANT ","O",25,10,3,"PR005",0,450000,15,"Y",1,"Y","R",0,0,0,10,"Y",2,"N","BUSINESS PURPOSES ",1,"TIRUCHENGODE","POSITIVE","N","SEP",10,"OWNER ",NA,0,NA,NA,NA,0,0,"Y",311865,138135,57,479,12.87
"481","Good","PROF283","KARIMNAGAR","FORD FIGO TDCI TITANIUM 1.4 DIESEL 2011",400000,304250,11494,36,"Y","PROPRIETOR ","R",15,5,3,"PR005",0,50000,10,"Y",5,"N","O",75000,0,0,5,"Y",2,"N","APPLICANT ",1,"WARANGAL","POSITIVE","N","SEP",10,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",10000,40000,29,481,28.73
"482","Bad","PROF109","DELHI","RENAULT DUSTER RXL DIESEL 110 DIESEL 2014",560000,499000,14970,48,"N","OFFICE PD DONE","O",3,3,3,"PR005",0,45000,2,"Y",5,"N","L",0,0,0,3,"N",2,"N","SELF",1,"","POSITIVE","N","SEP",2,"PROP",NA,0,NA,NA,NA,0,0,"Y",15000,30000,50,482,49.9
"483","Good","PROF277","BANGALORE ","TOYOTA INNOVA 2.5 G4 8 STR DIESEL 2007",550000,504250,18357,36,"Y","HIRER","O",10,10,3,"PR005",20,75000,10,"Y",5,"Y","O",0,0,0,0,"N",1,"Y","TO HAVE ASSET FOR FAMILY",1,"BANGALORE","POSITIVE","N","SEP",10,"PROP",NA,0,NA,NA,NA,0,0,"Y",25000,50000,37,483,36.71
"486","Good","PROF390","CHENNAI I","HYUNDAI I10 SPORTZ 1.2 PETROL 2010",500000,304250,7875,60,"Y","APPLICANT","R",30,5,3,"PR002",0,60000,4,"N",NA,"N","R",0,0,0,0,"N",2,"N","APPLICANT PERSONAL USE",1,"CHENNAI","POSITIVE","N","SAL",2,"PROGRAMME ANCHOR",NA,0,NA,NA,NA,0,0,"Y",40000,20000,39,486,39.38
"487","Good","PROF227","HYDERABAD ","HYUNDAI SANTRO GLS PETROL LPG 2010",300000,250000,9420,36,"Y","APPLICANT","R",6,1,3,"PR003",0,84760,6,"Y",5,"N","R",0,0,0,0,"Y",1,"N","PERSONAL USAGE",1,"HYDERABAD","POSITIVE","N","SEP",6,"SERVICE MANAGER",NA,0,NA,NA,NA,0,0,"Y",15000,69760,14,487,13.5
"488","Good","PROF109","HYDERABAD ","HYUNDAI VERNA VGT CRDI SX DIESEL 2013",700000,650000,16250,60,"Y","HUSBAND","O",10,5,3,"PR006",0,160000,1,"Y",5,"N","O",0,0,0,1,"N",1,"Y","PERSONAL USE",2,"HYDERABAD","POSITIVE","N","SEP",1,"HOUSE WIFE",NA,0,NA,NA,NA,0,0,"Y",10000,150000,11,488,10.83
"489","Good","PROF235","AHMEDABAD","TOYOTA INNOVA 2.5 V 8 STR DIESEL 2011",850000,650000,24014,36,"Y","SELF","O",18,18,3,"PR005",0,107000,18,"N",1,"N","O",0,0,0,4,"Y",2,"N","PURCHASE PROPOSED ASSET",1,"AHMEDABAD","POSITIVE","N","SEP",18,"PROP",NA,0,NA,NA,NA,0,0,"Y",38952,68048,46,489,35.29
"490","Bad","PROF389","KOLHAPUR","TATA ARIA PLEASURE 4X2 DIESEL 2011",500000,404250,12519,48,"Y","SELF","O",38,38,3,"PR005",0,35000,5,"Y",5,"Y","R",0,0,0,1,"Y",2,"N","FOR USE CAR PURCHASE",1,"","POSITIVE","N","SEP",5,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",0,35000,36,490,35.77
"492","Bad","PROF252","BIKANER","MAHINDRA SCORPIO RF HAWK DIESEL 2009",350000,304250,11494,36,"Y","SELF","O",30,30,3,"PR007",0,70000,15,"N",NA,"N","O",0,0,0,1,"Y",1,"Y","PURCHASE THE VEHICLE",1,"BIKANER","POSITIVE","N","AGR",15,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",35000,35000,33,492,32.84
"493","Bad","PROF252","MADURAI","MARUTI SUZUKI OMNI LPG BS III PETROL 2014",300000,200000,7723,36,"Y","APPLICANT ","O",38,38,3,"PR005",0,35000,20,"Y",1,"Y","O",0,0,0,1,"N",1,"Y","APPLICANT ",1,"MADURAI ","POSITIVE","N","SEP",20,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",0,35000,22,493,22.07
"494","Good","PROF252","NASIK","MAHINDRA BOLERO SLX DIESEL 2012",400000,354250,9140,60,"Y","SELF","O",23,23,3,"PR007",0,50000,7,"Y",5,"Y","O",0,0,0,2,"Y",1,"Y","FOR PERSONAL USE",1,"NASHIK SINNAR","POSITIVE","N","AGR",7,"FARMER",NA,0,NA,NA,NA,0,0,"Y",24692,25308,51,494,36.12
"495","Good","PROF245","HYDERABAD ","MAHINDRA XUV500 W8 DIESEL 2013",900000,800000,20134,60,"Y","PROP","R",25,10,3,"PR005",0,4e+05,10,"N",1,"N","R",0,0,0,18,"Y",2,"N","FOR PURCHASING OF APPLIED ASSET",1,"HYDERABAD","POSITIVE","N","SEP",10,"PROP",NA,0,NA,NA,NA,0,0,"Y",285000,115000,27,495,17.51
"497","Good","PROF233","COIMBATORE","MARUTI SUZUKI SWIFT VDI DIESEL 2009",700000,304250,11000,36,"Y","APPLICANT","R",38,7,3,"PR001",0,252000,20,"Y",1,"N","O",0,0,0,200,"Y",2,"N","APPLICANT ",1,"SATHYAMANGALAM","POSITIVE","N","SAL",13,"DRIVER",NA,0,NA,NA,NA,0,0,"Y",10000,242000,5,497,4.55
"499","Good","PROF247","KARIMNAGAR","TOYOTA INNOVA 2.5 E DIESEL 2006",350000,254250,12925,24,"Y","OWNED","O",30,30,3,"PR006",0,80000,5,"Y",6,"N","O",0,0,0,1,"N",2,"N","CAR LOAN IN SALE PURCHASE ",1,"RAMAGUNDAM ","POSITIVE","N","SEP",5,"REAL ESTATE ",NA,0,NA,NA,NA,0,0,"Y",0,80000,16,499,16.16
"500","Good","PROF252","BHOPAL ","MARUTI SUZUKI SWIFT VDI DIESEL 2012",500000,304250,9128,48,"Y","FATHER","R",25,5,3,"PR001",0,50303,30,"Y",5,"N","R",28303,0,0,0,"Y",2,"N","PERSONAL",1,"CHHINDWARA","POSITIVE","N","SAL",30,"HEAD CONSTABLE",NA,0,NA,NA,NA,0,0,"Y",12000,38303,24,500,23.83
"501","Good","PROF176","KOLKATA","MAHINDRA SCORPIO VLX BS III DIESEL 2014",1100000,624250,15347,60,"Y","COBORROWER","O",33,3,3,"PR006",0,80000,10,"Y",5,"Y","O",175000,0,0,6,"N",1,"Y","CO APPLICANT ",2,"KOLKATA ","POSITIVE","N","SEP",10,"TRAVEL BUSINESS ",NA,0,NA,NA,NA,0,0,"Y",63000,17000,97,501,90.28
"503","Bad","PROF252","INDORE ","MAHINDRA XUV500 W6 4X2 DIESEL 2015",1250000,1110000,41009,36,"Y","SELF ","O",20,20,3,"PR009",0,210000,20,"N",5,"N","O",0,0,0,0,"Y",1,"N","FOR FORCLOSURED PREVIOCUSE LOAN AND FOR SELF USE IN AGRI LAND ",1,"PETLAWAD ","POSITIVE","N","AGR",20,"FARMER ",NA,0,NA,NA,NA,0,0,"Y",95000,115000,36,503,35.66
"504","Good","PROF026","HYDERABAD ","MARUTI SUZUKI ALTO K10 VXI PETROL 2012",300000,200000,7306,36,"Y","APPLICANT ","O",25,19,3,"PR006",0,73000,19,"Y",5,"N","O",60000,0,0,0,"Y",2,"N","FAMILY USAGE ",1,"HYDERABAD ","POSITIVE","N","SEP",19,"PROPEITOR",NA,0,NA,NA,NA,0,0,"Y",15000,58000,13,504,12.6
"505","Bad","PROF210","TRICHY ","CHEVROLET ENJOY 1.4 LT 7 STR PETROL 2014",700000,179250,5551,48,"Y","APPLICANT ","O",52,20,3,"PR005",30,70000,24,"N",5,"N","O",3e+05,25000,20,1,"N",1,"Y","FAMILY USED ",1,"ARANTHANGI","POSITIVE","N","SEP",2,"COOL DRINGS WHOLESALES ",NA,0,NA,NA,NA,0,0,"Y",22528,47472,18,505,11.69
"506","Good","PROF227","MYSORE","DATSUN REDI GO S PETROL 2016",325000,204250,6000,48,"Y","APPLICANT","O",30,30,3,"PR002",0,35000,5,"Y",6,"N","R",0,0,0,0,"Y",2,"N","APPLICANT",1,"MYSORE","POSITIVE","N","SAL",3,"FITNESS TRAINER",NA,0,NA,NA,NA,0,0,"Y",10000,25000,24,506,24
"507","Good","PROF227","PUNE","MARUTI SUZUKI ALTO K10 VXI PETROL 2010",185000,104250,3848,36,"Y","APPLICANT","R",5,1,3,"PR002",0,25000,5,"N",6,"N","O",0,0,0,2,"Y",2,"N","PERSONAL USE",1,"PUNE","POSITIVE","N","SAL",2,"MANAGER",NA,0,NA,NA,NA,0,0,"Y",0,25000,15,507,15.39
"508","Bad","PROF245","ERNAKULAM","MARUTI SUZUKI WAGON R LXI PETROL 2011",320000,260000,6888,60,"Y","APPLICANT","O",50,10,3,"PR003",0,60000,10,"Y",1,"N","O",0,0,0,2,"Y",1,"Y","VEHICLE PURCHASE",1,"ALAPPUZHA","POSITIVE","N","SEP",10,"OWNER",NA,0,NA,NA,NA,0,0,"Y",31736,28264,39,508,24.37
"509","Good","PROF176","PUNE","TOYOTA INNOVA 2.5 V 7STR DIESEL 2010",800000,750000,19375,60,"Y","SELF","O",25,25,3,"PR005",0,2e+05,27,"Y",6,"N","O",0,0,0,25,"Y",2,"N","SELF",1,"","POSITIVE","N","SEP",8,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",70000,130000,45,509,14.9
"511","Good","PROF211","NAGPUR","TOYOTA INNOVA 2.5 G1 DIESEL 2011",800000,658500,17012,60,"Y","SELF","O",30,15,3,"PR005",0,60000,20,"Y",5,"N","O",0,0,0,0,"N",1,"Y","COMMERCIAL USE",1,"NAGPUR","POSITIVE","N","SEP",20,"PROP",NA,0,NA,NA,NA,0,0,"Y",10000,50000,34,511,34.02
"512","Good","PROF289","RAIPUR","HYUNDAI I20 MAGNA 1.4 CRDI DIESEL 2011",300000,154250,7713,24,"Y","SELF","O",6,6,3,"PR005",0,45000,6,"Y",5,"N","O",0,0,0,1,"N",1,"N","CAR LOAN",1,"RAIPUR","POSITIVE","N","SEP",6,"OWNER",NA,0,NA,NA,NA,0,0,"Y",0,45000,17,512,17.14
"513","Bad","PROF257","KOLHAPUR","CHEVROLET TAVERA LS B3 10 STR BS II DIESEL 2008",400000,304250,11459,36,"Y","SELF","O",30,30,1,"PR005",40,40000,15,"Y",5,"Y","L",40000,15000,40,2,"N",2,"N","BT TOP UP FOR BUSINESS PURPOSE ",1,"VAGURLA","POSITIVE","N","SEP",15,"PRPPRITOR",NA,0,NA,NA,NA,0,0,"Y",0,40000,29,513,28.65
"514","Good","PROF245","KARIMNAGAR","TOYOTA INNOVA 2.5 V 8 STR DIESEL 2014",950000,910000,23509,60,"Y","CO APPLICANT ","O",28,28,3,"PR005",0,85000,10,"N",1,"Y","O",75000,0,0,3,"Y",1,"Y","CO APPLICANT",2,"HYDRRABAD","POSITIVE","N","SEP",10,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",15000,70000,34,514,33.58
"515","Good","PROF252","MYSORE","MARUTI SUZUKI OMNI 8 SEATER PETROL 2008",200000,104250,5343,24,"Y","FATHER ","O",31,31,3,"PR009",75,3e+05,15,"Y",5,"N","O",0,0,85,8,"N",1,"N","NO OTHER LOANS ",1,"THIRTHAHALLI ","POSITIVE","N","AGR",15,"AGRICULTURE",NA,0,NA,NA,NA,0,0,"Y",10000,290000,2,515,1.84
"516","Good","PROF227","CHENNAI I","HYUNDAI GRAND I10 1.2 KAPPA ASTA PETROL 2015",480000,354250,10776,60,"Y","APPLICANT ","O",25,25,3,"PR002",0,50000,17,"Y",1,"N","R",0,0,0,20,"Y",2,"N","SALE PURCHASE",1,"CHENNAI","POSITIVE","N","SAL",1.5,"REGIONAL MANAGER",NA,0,NA,NA,NA,0,0,"Y",0,50000,22,516,21.55
"517","Good","PROF300","TRICHY ","TATA SUMO GOLD GX BS III DIESEL 2012",440000,344250,12590,36,"Y","PROP","O",23,13,3,"PR005",85,68400,5,"Y",5,"Y","R",40000,1000,75,1,"Y",1,"N","APPLICANT",3,"KULITHALAI","POSITIVE","N","SEP",5,"PROP",NA,0,NA,NA,NA,0,0,"Y",10000,58400,22,517,21.56
"518","Bad","PROF245","VIJAYAWADA","MAHINDRA SCORPIO SLE BS IV DIESEL 2011",450000,400000,12170,48,"Y","APPLICANT","O",35,2,3,"PR005",0,70000,5,"Y",1,"N","L",0,0,0,2,"Y",2,"N","USED CAR LOAN",1,"VIJAYAWADA","POSITIVE","N","SEP",2,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",15000,55000,22,518,22.13
"519","Bad","PROF176","COIMBATORE ","RENAULT DUSTER RXL DIESEL 110 DIESEL 2014",1200000,904250,23956,60,"Y","APPLICANT","O",20,8,3,"PR005",0,3e+05,8,"N",NA,"N","R",0,0,0,6,"Y",2,"N","SALE PURCHASE  RENAULT DUSTER",1,"COIMBATORE","POSITIVE","N","SEP",8,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",160000,140000,17,519,17.11
"530","Good","PROF247","TIRUNELVELI ","TOYOTA INNOVA 2.5 V 8 STR DIESEL 2008",1400000,499250,15394,48,"Y","APPLICANT","O",7,4,3,"PR006",50,50000,4,"Y",5,"N","R",1e+05,10000,36,1,"Y",2,"N","APPLICANT",2,"THUCKALAI","POSITIVE","N","SEP",4,"PROPIRATOR",NA,0,NA,NA,NA,0,0,"Y",0,50000,31,530,30.79
"531","Bad","PROF356","INDORE ","CHEVROLET SPARK LT 1.0 PETROL 2010",200000,154250,5571,36,"Y","BROTHER ","O",24,18,1,"PR006",0,35000,1,"Y",5,"Y","R",0,0,0,0,"Y",1,"N","PERSONAL USE",1,"INDORE","POSITIVE","N","SEP",1,"ONWER",NA,0,NA,NA,NA,0,0,"Y",25000,10000,63,531,55.71
"532","Good","PROF319","BANGALORE ","HYUNDAI GRAND I10 1.2 KAPPA MAGNA PETROL 2016",450000,404250,12791,46,"Y","SELF","O",35,10,3,"PR006",0,60000,5,"Y",6,"N","O",60000,0,0,1,"Y",1,"Y","APPLICANT",1,"BANGLORE","POSITIVE","N","SEP",5,"LAND LORD RENTAL INCOME",NA,0,NA,NA,NA,0,0,"Y",10000,50000,26,532,25.58
"534","Bad","PROF286","COIMBATORE ","MARUTI SUZUKI SWIFT VXI 1.3 PETROL 2008",286000,247250,9444,36,"Y","APPLICANT ","R",5,4,3,"PR002",0,18000,8,"Y",1,"N","O",0,0,0,0,"Y",2,"N","PERSONAL USE ONLY",1,"TIRUPUR","POSITIVE","N","SAL",1,"RELATIONSHIP OFFICER ",NA,0,NA,NA,NA,0,0,"Y",0,18000,52,534,52.47
"535","Good","PROF227","JAIPUR","CHEVROLET BEAT PS PETROL 2010",150000,104250,5387,24,"Y","SELF","O",20,20,3,"PR002",0,6000,2,"Y",6,"N","O",0,0,0,2,"Y",1,"N","SAIL PURCHASE ",1,"","POSITIVE","N","SAL",2,"ACCOUNTS",NA,0,NA,NA,NA,0,0,"Y",0,6000,90,535,89.78
"536","Good","PROF356","KARIMNAGAR","MARUTI SUZUKI SWIFT DZIRE VDI BS IV DIESEL 2010",300000,284250,10502,36,"Y","APPLICANT","O",25,25,3,"PR005",0,125000,6,"Y",1,"N","R",1500000,3500000,0,5,"Y",2,"N","APPLICANT",1,"WARANGAL","POSITIVE","N","SEP",2,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",40000,85000,12,536,12.36
